Region/Country/Area,Country,Year,Series,Value,Footnotes,Source
17,Middle Africa,2010,GDP in constant 2015 prices (millions of US dollars),192133.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
17,Middle Africa,2015,GDP in constant 2015 prices (millions of US dollars),242140.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
17,Middle Africa,2019,GDP in constant 2015 prices (millions of US dollars),245344.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
17,Middle Africa,2020,GDP in constant 2015 prices (millions of US dollars),238420.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
17,Middle Africa,2021,GDP in constant 2015 prices (millions of US dollars),243812.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
17,Middle Africa,1995,GDP real rates of growth (percent),6.7,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
17,Middle Africa,2005,GDP real rates of growth (percent),9.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
17,Middle Africa,2010,GDP real rates of growth (percent),4.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
17,Middle Africa,2015,GDP real rates of growth (percent),1.9,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
17,Middle Africa,2019,GDP real rates of growth (percent),1.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
17,Middle Africa,2020,GDP real rates of growth (percent),-2.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
17,Middle Africa,2021,GDP real rates of growth (percent),2.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,1995,GDP in current prices (millions of US dollars),183204.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2005,GDP in current prices (millions of US dollars),310385.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2010,GDP in current prices (millions of US dollars),447956.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2015,GDP in current prices (millions of US dollars),377770.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2019,GDP in current prices (millions of US dollars),424701.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2020,GDP in current prices (millions of US dollars),369201.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2021,GDP in current prices (millions of US dollars),455972.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,1995,GDP per capita (US dollars),3662.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2005,GDP per capita (US dollars),5550.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2010,GDP per capita (US dollars),7580.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2015,GDP per capita (US dollars),5929.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2019,GDP per capita (US dollars),6393.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2020,GDP per capita (US dollars),5488.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2021,GDP per capita (US dollars),6707.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,1995,GDP in constant 2015 prices (millions of US dollars),207820.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2005,GDP in constant 2015 prices (millions of US dollars),289208.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2010,GDP in constant 2015 prices (millions of US dollars),337097.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2015,GDP in constant 2015 prices (millions of US dollars),377770.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2019,GDP in constant 2015 prices (millions of US dollars),393447.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2020,GDP in constant 2015 prices (millions of US dollars),368150.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2021,GDP in constant 2015 prices (millions of US dollars),386990.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,1995,GDP real rates of growth (percent),3.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2005,GDP real rates of growth (percent),5.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2010,GDP real rates of growth (percent),3.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2015,GDP real rates of growth (percent),1.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2019,GDP real rates of growth (percent),0.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2020,GDP real rates of growth (percent),-6.4,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
18,Southern Africa,2021,GDP real rates of growth (percent),5.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
11,Western Africa,1995,GDP in current prices (millions of US dollars),105290.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
11,Western Africa,2005,GDP in current prices (millions of US dollars),265163.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
11,Western Africa,2010,GDP in current prices (millions of US dollars),511404.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
11,Western Africa,2015,GDP in current prices (millions of US dollars),685783.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
11,Western Africa,2019,GDP in current prices (millions of US dollars),725902.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
11,Western Africa,2020,GDP in current prices (millions of US dollars),691994.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
11,Western Africa,2021,GDP in current prices (millions of US dollars),725318.0,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed April 2023."
